text,sentiment,rating,aspects,cmi,structure
delivery ta khub kharap price ta bad service ta joss,negative,2,"delivery:negative, price:negative, service:positive",0.3412200899393716,contrast
price ta average experience ta average app ta okay,neutral,3,"price:neutral, experience:neutral, app:neutral",0.4320028063629707,opinion
price ta average service ta average product ta okay,neutral,3,"price:neutral, service:neutral, product:neutral",0.3624430922656821,contrast
service ta okay price ta average,neutral,3,"service:neutral, price:neutral",0.4203671648240346,opinion
khub holo mone khub use onek motamoti bhalo khub,neutral,3,"experience:neutral, app:neutral, product:neutral",0.528945443621472,opinion
service ta okay price ta average,neutral,3,"service:neutral, price:neutral",0.39553303949020063,temporal
price ta average app ta excellent quality ta bad,neutral,3,"price:neutral, app:positive, quality:negative",0.3395826346233947,opinion
bhalo dekhlam onek holo chhilo bhalo mone holo mone ekdom holo,negative,2,"quality:negative, product:negative, experience:positive",0.461048502093858,temporal
chhilo chhilo dekhlam kore holo bhalo kore,negative,1,"service:negative, quality:negative",0.5181444708179066,opinion
use kore ekdom kharap khub khub kharap ekdom,neutral,3,"service:positive, delivery:negative",0.6474424468858502,temporal
holo motamoti ekdom khub bhalo motamoti holo ekdom onek dekhlam,neutral,3,"product:negative, delivery:neutral, experience:positive",0.6732933408900111,opinion
chhilo bhalo khub holo chhilo use mone bhalo chhilo ekdom chhilo,neutral,3,"app:negative, experience:positive, price:negative",0.4830692213271063,simple
dekhlam use bhalo chhilo chhilo motamoti bhalo,positive,4,"service:positive, price:positive",0.6453456947142824,opinion
chhilo kharap dekhlam khub kharap khub chhilo,neutral,3,"delivery:positive, quality:negative",0.6313651401328081,temporal
kharap kore mone holo kore dekhlam kore bhalo khub motamoti,neutral,3,"price:negative, delivery:positive, service:negative",0.42849804506040684,opinion
chhilo onek dekhlam kharap ekdom ekdom bhalo,negative,2,"app:negative, quality:neutral",0.6438128899215968,simple
kore holo holo chhilo mone khub motamoti,positive,4,"experience:positive, quality:positive",0.6808216531561982,simple
onek bhalo kore chhilo onek motamoti use chhilo bhalo bhalo holo,positive,4,"delivery:positive, experience:neutral, product:positive",0.637565888358225,simple
ekdom onek bhalo kharap dekhlam motamoti,negative,2,"app:negative, experience:positive",0.6289274610744169,opinion
motamoti khub mone bhalo khub khub,positive,4,"app:positive, delivery:negative",0.5290898746508005,simple
delivery ta excellent app ta excellent,positive,4,"delivery:positive, app:positive",0.3940949517795217,opinion
app ta joss product ta motamoti,positive,4,"app:positive, product:neutral",0.33664722460208396,opinion
chhilo use dekhlam bhalo onek mone,negative,2,"app:neutral, service:negative",0.530078458809692,contrast
use use kharap chhilo holo kore chhilo kharap holo onek use onek,negative,1,"experience:negative, product:negative, delivery:negative",0.44065061757361634,simple
chhilo chhilo chhilo chhilo onek chhilo,positive,4,"quality:neutral, price:positive",0.6485349454784867,simple
experience ta okay product ta average app ta darun,positive,4,"experience:neutral, product:neutral, app:positive",0.3669910276222776,contrast
ekdom use onek chhilo ekdom kore,positive,4,"price:positive, delivery:negative",0.6216681620528111,temporal
use use use chhilo ekdom ekdom motamoti,neutral,3,"app:positive, quality:negative",0.5106485824287914,simple
khub chhilo onek khub holo ekdom bhalo chhilo onek khub holo,negative,2,"quality:negative, app:neutral, product:negative",0.5066605881584736,contrast
onek bhalo dekhlam bhalo motamoti motamoti kharap ekdom motamoti,positive,4,"app:positive, experience:positive, service:neutral",0.4859209073727834,temporal
dekhlam ekdom motamoti kore use holo khub holo mone dekhlam,neutral,3,"delivery:positive, experience:negative, price:positive",0.46760086519241734,simple
kharap ekdom chhilo motamoti holo motamoti dekhlam,negative,2,"product:negative, experience:negative",0.5390776955979064,opinion
holo use kore onek kharap khub holo,positive,4,"experience:positive, app:positive",0.5182001249331136,simple
app ta joss price ta excellent,positive,4,"app:positive, price:positive",0.30206686915614933,simple
service ta darun product ta khub bhalo price ta boring,neutral,3,"service:positive, product:positive, price:negative",0.3862436015988151,temporal
holo ekdom dekhlam kharap onek kore,negative,2,"product:negative, delivery:neutral",0.4974475236353233,contrast
holo mone onek motamoti bhalo dekhlam chhilo mone motamoti dekhlam,negative,2,"experience:negative, product:positive, delivery:negative",0.42828693518303157,simple
chhilo chhilo mone mone holo kharap kharap use kharap motamoti,neutral,3,"app:neutral, quality:positive, experience:neutral",0.5985299911483497,opinion
mone use chhilo ekdom bhalo mone motamoti ekdom dekhlam,positive,4,"app:neutral, product:neutral, quality:positive",0.6111077139096639,contrast
khub motamoti motamoti mone use chhilo kore kore ekdom kharap,neutral,3,"experience:neutral, service:negative, product:positive",0.40046901349051334,temporal
bhalo holo bhalo use kore dekhlam,negative,2,"quality:neutral, service:negative",0.6529246751923579,simple
price ta darun delivery ta boring app ta motamoti,neutral,3,"price:positive, delivery:negative, app:neutral",0.3361311166752399,simple
chhilo chhilo motamoti ekdom kharap onek ekdom chhilo chhilo mone motamoti,negative,2,"product:negative, delivery:positive, price:negative",0.48965901353258134,contrast
kharap use ekdom dekhlam dekhlam chhilo,negative,2,"price:positive, delivery:negative",0.6911233773267949,opinion
khub ekdom chhilo dekhlam khub chhilo use dekhlam chhilo,negative,2,"app:neutral, experience:neutral, product:negative",0.6082516728279188,opinion
bhalo bhalo mone mone holo use bhalo mone motamoti,neutral,3,"app:neutral, price:positive, service:neutral",0.6614582108765412,temporal
service ta darun experience ta bad quality ta excellent,neutral,3,"service:positive, experience:negative, quality:positive",0.3640182171320985,temporal
holo kharap use use onek chhilo khub,negative,2,"product:negative, service:neutral",0.464374037556498,contrast
product ta khub kharap experience ta khub kharap,negative,2,"product:negative, experience:negative",0.3074986445517225,temporal
holo motamoti holo chhilo chhilo kharap chhilo,neutral,3,"service:positive, product:negative",0.6196690046120267,contrast
holo motamoti motamoti dekhlam motamoti ekdom,negative,2,"price:neutral, product:negative",0.658191071507582,opinion
chhilo chhilo holo ekdom holo mone kore kore onek ekdom,neutral,3,"quality:positive, price:positive, app:negative",0.4361071122046852,opinion
bhalo dekhlam mone kore chhilo dekhlam mone use kharap khub,negative,2,"product:negative, price:neutral, app:neutral",0.41646361416090716,temporal
use holo kore use use chhilo,positive,4,"delivery:neutral, product:positive",0.5297177874090822,contrast
price ta bad quality ta average product ta khub bhalo,neutral,3,"price:negative, quality:neutral, product:positive",0.3317426733182499,temporal
kharap onek holo motamoti mone dekhlam,neutral,3,"service:neutral, quality:neutral",0.6088526236089837,contrast
dekhlam mone kharap khub chhilo dekhlam,negative,1,"service:negative, app:negative",0.5580443480377844,simple
quality ta motamoti app ta average,neutral,3,"quality:neutral, app:neutral",0.4298878046910999,simple
kore bhalo khub chhilo dekhlam mone khub use kore,neutral,3,"app:positive, quality:negative, price:neutral",0.5354737729521547,contrast
holo motamoti use bhalo bhalo kharap,neutral,3,"quality:neutral, price:neutral",0.4845671919026677,simple
dekhlam bhalo ekdom kharap kore onek kharap mone ekdom kore,positive,4,"experience:neutral, app:positive, service:neutral",0.5913295535625365,simple
ekdom chhilo motamoti dekhlam mone kharap chhilo use onek khub,negative,2,"service:negative, product:neutral, quality:negative",0.6937542199092769,opinion
chhilo chhilo ekdom kore bhalo bhalo chhilo,positive,4,"price:negative, delivery:positive",0.41781371592739625,contrast
mone onek mone holo mone bhalo onek holo ekdom kharap,neutral,3,"delivery:positive, app:negative, product:neutral",0.548453160009393,opinion
kore bhalo kore kharap holo mone chhilo ekdom mone,positive,4,"price:positive, service:negative, product:positive",0.4812565792129577,contrast
kharap onek khub kore holo onek use chhilo holo onek,positive,4,"product:positive, app:positive, delivery:neutral",0.6320171472509609,opinion
ekdom khub bhalo kore bhalo khub chhilo motamoti chhilo,neutral,3,"product:positive, app:positive, delivery:negative",0.5670387599101538,opinion
mone mone motamoti dekhlam ekdom motamoti motamoti onek kharap,negative,2,"price:neutral, delivery:negative, product:negative",0.5137136651911665,contrast
product ta motamoti experience ta boring delivery ta excellent,neutral,3,"product:neutral, experience:negative, delivery:positive",0.4204360472454289,simple
ekdom dekhlam bhalo kore use kharap kharap kharap holo,negative,2,"product:neutral, app:negative, price:negative",0.44051148739645823,simple
price ta average service ta okay delivery ta motamoti,neutral,3,"price:neutral, service:neutral, delivery:neutral",0.4236578989965134,contrast
product ta okay app ta okay,neutral,3,"product:neutral, app:neutral",0.4145695008634407,contrast
dekhlam mone onek mone kore mone khub,negative,2,"service:negative, delivery:negative",0.45492310484807313,contrast
experience ta joss product ta motamoti,positive,4,"experience:positive, product:neutral",0.3397106463669817,temporal
dekhlam chhilo use dekhlam khub chhilo motamoti onek ekdom holo,negative,2,"price:negative, app:neutral, product:neutral",0.5559921513053108,contrast
chhilo use kore bhalo mone onek,neutral,3,"product:negative, app:positive",0.4722293498099291,contrast
ekdom dekhlam dekhlam use bhalo dekhlam kharap dekhlam bhalo,neutral,3,"app:negative, delivery:positive, price:neutral",0.5363084882261641,simple
bhalo chhilo motamoti mone use kharap chhilo kharap mone,positive,4,"price:positive, service:negative, delivery:positive",0.5992319649077287,opinion
experience ta khub bhalo delivery ta okay,positive,4,"experience:positive, delivery:neutral",0.38417540765941766,temporal
product ta excellent price ta motamoti,positive,4,"product:positive, price:neutral",0.3614794720977731,opinion
onek chhilo kharap kore bhalo khub,negative,2,"quality:negative, delivery:positive",0.4691486764727477,simple
motamoti mone mone kore kore bhalo use chhilo holo ekdom,neutral,3,"price:positive, product:negative, experience:neutral",0.6275597314602068,opinion
dekhlam ekdom ekdom holo chhilo use chhilo,negative,2,"app:negative, service:neutral",0.4288919370160872,opinion
price ta boring product ta joss service ta okay,neutral,3,"price:negative, product:positive, service:neutral",0.42125061957651266,contrast
ekdom motamoti mone kharap khub khub kore chhilo ekdom holo,neutral,3,"price:positive, product:negative, service:neutral",0.6858587927693238,opinion
kharap motamoti dekhlam chhilo holo kharap,positive,4,"experience:positive, delivery:neutral",0.5516281406102885,opinion
holo ekdom holo onek chhilo kharap khub ekdom bhalo chhilo,neutral,3,"experience:positive, service:negative, price:negative",0.46088026573021296,contrast
ekdom holo kharap bhalo ekdom khub motamoti,positive,4,"app:positive, product:negative",0.4211975190828956,temporal
delivery ta khub kharap quality ta average,negative,2,"delivery:negative, quality:neutral",0.3843124716594538,opinion
app ta boring price ta bad experience ta khub bhalo,negative,2,"app:negative, price:negative, experience:positive",0.34979839996748463,contrast
use mone mone chhilo kharap motamoti kharap mone mone khub,neutral,3,"service:negative, quality:positive, price:negative",0.4143704401524304,opinion
onek kore use chhilo kore ekdom bhalo motamoti onek holo kore,negative,2,"product:negative, experience:negative, service:negative",0.5547865796163396,simple
quality ta bad product ta excellent service ta boring,neutral,3,"quality:negative, product:positive, service:negative",0.3674684816438736,simple
mone ekdom motamoti motamoti dekhlam use khub,negative,2,"quality:positive, product:negative",0.46447400259333843,simple
ekdom ekdom kharap dekhlam kharap dekhlam kharap kharap holo,positive,4,"product:negative, experience:positive, delivery:positive",0.46428937744355486,simple
app ta okay experience ta excellent quality ta darun,positive,4,"app:neutral, experience:positive, quality:positive",0.40467325182349095,opinion
holo use mone ekdom khub holo,positive,4,"price:neutral, app:positive",0.5803512110714371,temporal
dekhlam kore holo chhilo chhilo kharap,neutral,3,"quality:neutral, experience:neutral",0.6703043868009653,simple
kore use khub dekhlam ekdom holo khub bhalo motamoti chhilo,positive,4,"app:negative, price:positive, product:positive",0.6641821238407033,temporal
chhilo motamoti bhalo khub bhalo bhalo,positive,4,"experience:neutral, price:positive",0.5254557789163933,temporal
kharap bhalo onek onek mone holo dekhlam use holo,positive,4,"experience:neutral, product:positive, service:positive",0.6622373590453582,simple
mone use mone holo use khub holo mone kore kharap chhilo,negative,2,"app:negative, experience:negative, price:negative",0.6774281977947597,temporal
bhalo dekhlam dekhlam onek kharap mone,neutral,3,"price:neutral, product:neutral",0.453439944081506,opinion
mone chhilo khub dekhlam holo mone,positive,4,"delivery:positive, price:neutral",0.5720776292159795,simple
experience ta bad app ta average delivery ta boring,negative,2,"experience:negative, app:neutral, delivery:negative",0.4248876699336738,contrast
kore khub bhalo onek khub chhilo,negative,2,"delivery:positive, product:negative",0.4400054099537048,contrast
khub ekdom onek dekhlam ekdom khub bhalo use ekdom,neutral,3,"experience:negative, price:positive, delivery:neutral",0.5780411319882923,temporal
service ta boring price ta bad delivery ta darun,neutral,3,"service:negative, price:negative, delivery:positive",0.4160315663359037,opinion
price ta khub kharap product ta excellent quality ta motamoti,neutral,3,"price:negative, product:positive, quality:neutral",0.3803189761067485,temporal
kore dekhlam kharap mone kore dekhlam holo holo chhilo motamoti,neutral,3,"app:neutral, experience:negative, product:positive",0.51255851987985,temporal
chhilo bhalo bhalo ekdom onek khub khub,positive,4,"price:positive, app:neutral",0.5765929367691829,simple
khub kharap ekdom kharap mone khub bhalo,positive,4,"quality:neutral, service:positive",0.44798583577708767,temporal
use holo use kore chhilo chhilo,negative,2,"service:negative, experience:negative",0.6382413937850528,contrast
bhalo holo onek ekdom chhilo kore,negative,2,"product:neutral, app:negative",0.5049679570691912,opinion
onek mone motamoti mone use khub,negative,2,"service:neutral, delivery:negative",0.4915716895345478,temporal
mone kharap khub chhilo khub motamoti khub khub kore,negative,2,"experience:neutral, app:negative, delivery:neutral",0.4620725591802291,temporal
onek dekhlam dekhlam holo ekdom khub bhalo khub onek holo chhilo,negative,1,"price:negative, product:negative, delivery:negative",0.4536446338923852,temporal
holo mone kharap khub onek bhalo motamoti kore ekdom chhilo,negative,2,"quality:negative, experience:positive, delivery:negative",0.41456132778628363,opinion
chhilo kharap motamoti chhilo kore motamoti use onek motamoti,neutral,3,"delivery:neutral, product:positive, experience:negative",0.47595386551139607,temporal
delivery ta khub bhalo app ta excellent,positive,5,"delivery:positive, app:positive",0.3701724037710963,simple
mone use dekhlam use kharap dekhlam chhilo,positive,4,"experience:positive, price:positive",0.6081541339050326,contrast
delivery ta darun quality ta bad,positive,4,"delivery:positive, quality:negative",0.40986249473024666,simple
kharap onek motamoti mone kharap dekhlam,neutral,3,"quality:neutral, app:neutral",0.6841281889489625,contrast
mone khub motamoti ekdom chhilo kharap onek chhilo mone,positive,4,"app:positive, price:positive, quality:neutral",0.5077642797996595,temporal
app ta motamoti delivery ta bad,negative,2,"app:neutral, delivery:negative",0.35959799675347215,simple
khub use khub kharap holo motamoti ekdom kore khub,positive,4,"service:positive, product:neutral, quality:neutral",0.6390203683480548,simple
mone khub kore dekhlam use bhalo kore,positive,5,"app:positive, experience:positive",0.6616435521364781,temporal
chhilo mone ekdom bhalo dekhlam onek,positive,4,"product:neutral, experience:positive",0.6135046042387087,simple
quality ta excellent app ta boring,neutral,3,"quality:positive, app:negative",0.4094748139030502,opinion
khub khub ekdom chhilo motamoti bhalo kore kharap ekdom khub,positive,5,"product:positive, quality:positive, app:positive",0.6492580075565685,opinion
bhalo motamoti khub use dekhlam dekhlam,positive,4,"experience:positive, quality:neutral",0.5487023945106322,opinion
ekdom mone bhalo dekhlam mone bhalo holo onek use,neutral,3,"quality:negative, experience:neutral, price:neutral",0.6174770867206849,contrast
delivery ta okay experience ta khub kharap,negative,2,"delivery:neutral, experience:negative",0.3232539959842365,temporal
quality ta excellent app ta okay price ta boring,neutral,3,"quality:positive, app:neutral, price:negative",0.3909606391210244,temporal
quality ta excellent delivery ta khub kharap,neutral,3,"quality:positive, delivery:negative",0.34925651686514164,simple
app ta okay service ta average,neutral,3,"app:neutral, service:neutral",0.364070699365187,contrast
experience ta darun quality ta okay,positive,4,"experience:positive, quality:neutral",0.4135331368361379,opinion
delivery ta joss experience ta excellent product ta excellent,positive,4,"delivery:positive, experience:positive, product:positive",0.4182683378158703,simple
motamoti chhilo motamoti holo motamoti holo mone kharap dekhlam dekhlam mone,negative,2,"quality:negative, experience:neutral, price:negative",0.6029483289354653,temporal
price ta darun quality ta motamoti delivery ta bad,neutral,3,"price:positive, quality:neutral, delivery:negative",0.3961153786838131,temporal
ekdom chhilo bhalo bhalo kore chhilo,neutral,3,"price:positive, product:negative",0.5639937926443096,simple
holo onek chhilo chhilo bhalo mone khub,negative,2,"product:negative, app:positive",0.48850219755380336,contrast
khub onek kore use mone dekhlam mone ekdom motamoti bhalo,neutral,3,"product:positive, experience:positive, app:negative",0.6040283111396638,contrast
chhilo mone use khub motamoti dekhlam,positive,4,"quality:positive, product:neutral",0.5456336624657144,simple
onek use kore use mone khub,positive,4,"product:neutral, price:positive",0.6330721847473402,simple
delivery ta darun experience ta bad app ta average,neutral,3,"delivery:positive, experience:negative, app:neutral",0.3076331552054049,contrast
use chhilo kharap chhilo use onek,negative,2,"price:neutral, quality:negative",0.5674289237539302,opinion
mone bhalo dekhlam kore ekdom holo dekhlam bhalo use mone,neutral,3,"price:negative, service:positive, product:neutral",0.45762450357658235,opinion
experience ta motamoti app ta okay,neutral,3,"experience:neutral, app:neutral",0.42632153405860335,temporal
kore kore holo bhalo use ekdom use khub,positive,4,"delivery:positive, product:positive",0.684779384260422,opinion
chhilo chhilo motamoti use kharap onek chhilo holo mone kharap,neutral,3,"product:neutral, price:positive, quality:negative",0.6917400394182087,temporal
mone bhalo motamoti kharap ekdom use,positive,4,"experience:neutral, price:positive",0.6151991399615603,temporal
use kore use kharap kore dekhlam,positive,4,"experience:neutral, product:positive",0.5807331773978224,simple
holo chhilo kharap bhalo kore kharap onek ekdom,positive,4,"quality:negative, service:positive",0.575554322226095,opinion
delivery ta excellent quality ta bad,neutral,3,"delivery:positive, quality:negative",0.32888572917094266,opinion
chhilo ekdom motamoti ekdom mone mone mone khub ekdom holo motamoti,neutral,3,"app:negative, experience:positive, service:positive",0.6284884410582867,opinion
onek mone onek use ekdom motamoti ekdom onek use chhilo khub,negative,2,"quality:negative, price:positive, experience:negative",0.5064311805208394,simple
service ta joss price ta okay,positive,4,"service:positive, price:neutral",0.3945263090077702,contrast
service ta boring experience ta motamoti,negative,2,"service:negative, experience:neutral",0.3522697426088487,contrast
experience ta joss delivery ta average price ta boring,neutral,3,"experience:positive, delivery:neutral, price:negative",0.3525458580048733,temporal
motamoti kore holo khub ekdom onek,neutral,3,"product:negative, service:positive",0.4886913828260187,contrast
ekdom motamoti dekhlam bhalo holo dekhlam,positive,4,"quality:positive, app:neutral",0.5813255969712461,temporal
kharap motamoti ekdom mone use use,negative,2,"app:negative, quality:negative",0.5960348282713461,simple
motamoti bhalo onek khub ekdom kharap use khub bhalo,neutral,3,"quality:negative, product:neutral, price:neutral",0.49285226804091187,simple
mone ekdom use mone khub dekhlam chhilo kharap onek holo,negative,2,"experience:negative, quality:negative, app:negative",0.5082464227749415,opinion
bhalo khub chhilo dekhlam khub holo,negative,2,"product:negative, price:neutral",0.5822756327229912,contrast
kore holo dekhlam holo ekdom mone kore dekhlam holo,neutral,3,"app:negative, experience:neutral, service:positive",0.6542789897705443,contrast
khub chhilo holo khub bhalo motamoti,neutral,3,"app:negative, delivery:positive",0.6595708055923678,simple
motamoti mone use ekdom holo motamoti,negative,2,"service:negative, quality:neutral",0.49724637071603606,temporal
onek holo ekdom use kore motamoti bhalo ekdom onek holo,positive,4,"price:positive, app:neutral, delivery:positive",0.4142837773887076,simple
holo mone mone dekhlam ekdom bhalo bhalo holo holo,negative,2,"quality:negative, service:negative, experience:neutral",0.45270897788551245,contrast
bhalo onek mone mone kore onek,positive,4,"price:positive, quality:positive",0.48946081138504116,simple
onek chhilo khub motamoti motamoti mone khub khub kharap use chhilo ekdom,negative,1,"app:negative, delivery:negative, product:negative",0.6125175077439335,opinion
app ta okay price ta excellent,positive,4,"app:neutral, price:positive",0.3891690150203953,simple
price ta darun quality ta joss,positive,4,"price:positive, quality:positive",0.33809225070989896,temporal
bhalo onek bhalo onek motamoti holo kore motamoti motamoti chhilo,neutral,3,"delivery:neutral, product:neutral, experience:negative",0.4664251725564825,opinion
product ta motamoti experience ta excellent app ta khub bhalo,positive,4,"product:neutral, experience:positive, app:positive",0.30641317745376834,contrast
onek mone onek chhilo onek dekhlam motamoti kharap use ekdom kore,positive,4,"price:positive, service:negative, product:positive",0.48040559797577964,opinion
delivery ta khub kharap product ta darun,neutral,3,"delivery:negative, product:positive",0.30861832466773415,simple
onek bhalo khub khub dekhlam kharap khub use onek,neutral,3,"quality:positive, app:negative, service:positive",0.4685382510469618,contrast
khub khub dekhlam kharap ekdom khub mone chhilo motamoti,positive,4,"experience:negative, price:positive, service:positive",0.6619361371422099,simple
motamoti dekhlam onek dekhlam chhilo onek,negative,2,"price:neutral, app:negative",0.5185523518176106,temporal
app ta average service ta bad,negative,2,"app:neutral, service:negative",0.37116944429438625,opinion
kore dekhlam holo dekhlam kharap bhalo holo bhalo bhalo chhilo,positive,4,"experience:positive, product:positive, app:neutral",0.5200412825270577,temporal
motamoti mone mone onek chhilo holo dekhlam,negative,2,"experience:negative, quality:positive",0.4159566905750508,temporal
chhilo mone use use ekdom kharap dekhlam motamoti,neutral,3,"app:negative, delivery:positive",0.6943411429615597,simple
delivery ta darun app ta joss,positive,5,"delivery:positive, app:positive",0.414767877509856,temporal
dekhlam bhalo onek holo mone dekhlam motamoti,negative,2,"price:neutral, service:negative",0.6899269530004789,contrast
onek motamoti use bhalo bhalo mone ekdom,negative,2,"app:negative, product:neutral",0.40728762161057386,simple
service ta motamoti delivery ta average app ta khub kharap,negative,2,"service:neutral, delivery:neutral, app:negative",0.32933140665880606,opinion
experience ta average product ta darun,positive,4,"experience:neutral, product:positive",0.3715183463150957,temporal
service ta okay quality ta okay,neutral,3,"service:neutral, quality:neutral",0.382777372742029,temporal
ekdom dekhlam motamoti kharap kharap chhilo mone kharap kharap kharap dekhlam,neutral,3,"app:neutral, service:positive, product:negative",0.5512921005306337,temporal
app ta average experience ta excellent,positive,4,"app:neutral, experience:positive",0.42615628927528704,contrast
quality ta joss delivery ta darun app ta motamoti,positive,4,"quality:positive, delivery:positive, app:neutral",0.32038105413350815,simple
kharap kore onek holo ekdom onek chhilo motamoti chhilo,neutral,3,"service:neutral, product:positive, price:negative",0.5030015110030479,simple
kharap khub chhilo bhalo chhilo onek dekhlam mone holo,positive,4,"experience:positive, app:positive, price:positive",0.5990652278175799,contrast
bhalo ekdom motamoti holo kharap chhilo kharap khub chhilo,neutral,3,"price:positive, app:neutral, experience:negative",0.5423591902253413,contrast
dekhlam holo holo onek bhalo khub,negative,2,"quality:negative, price:neutral",0.4343841361221393,contrast
app ta darun experience ta average delivery ta excellent,positive,4,"app:positive, experience:neutral, delivery:positive",0.4246678577592027,simple
experience ta motamoti quality ta okay service ta bad,neutral,3,"experience:neutral, quality:neutral, service:negative",0.3210605458799502,opinion
quality ta okay service ta motamoti,neutral,3,"quality:neutral, service:neutral",0.30286714895337125,temporal
onek chhilo motamoti kore khub onek bhalo kore chhilo,neutral,3,"price:neutral, delivery:negative, experience:positive",0.5895772493843183,temporal
mone mone dekhlam mone holo chhilo bhalo khub dekhlam,positive,4,"quality:neutral, product:neutral, service:positive",0.6247728865471307,contrast
holo motamoti khub use dekhlam khub ekdom motamoti ekdom,neutral,3,"product:negative, experience:neutral, service:positive",0.5576738466315148,opinion
onek onek onek khub onek dekhlam bhalo motamoti bhalo mone,positive,4,"product:positive, experience:positive, app:positive",0.5583099929632853,opinion
kharap motamoti chhilo chhilo motamoti kharap,neutral,3,"price:negative, delivery:positive",0.5927904156290948,opinion
use kore khub mone onek bhalo khub ekdom kore,neutral,3,"delivery:neutral, product:positive, service:neutral",0.4842191047240927,contrast
khub ekdom holo use use kore,neutral,3,"product:positive, quality:negative",0.5157201120634648,contrast
quality ta average price ta excellent,positive,4,"quality:neutral, price:positive",0.31790319622591207,temporal
holo bhalo use mone use ekdom chhilo,negative,2,"product:positive, service:negative",0.619849136418861,contrast
service ta darun product ta joss quality ta joss,positive,4,"service:positive, product:positive, quality:positive",0.41077863475130366,temporal
onek ekdom bhalo mone onek use holo bhalo khub,neutral,3,"price:positive, quality:negative, app:neutral",0.612396232151379,contrast
mone chhilo onek onek onek motamoti bhalo motamoti ekdom,negative,2,"price:negative, quality:neutral, app:negative",0.6577121531756933,simple
service ta excellent delivery ta khub kharap,positive,4,"service:positive, delivery:negative",0.356154190553617,temporal
bhalo kharap motamoti onek onek kharap holo motamoti khub khub,positive,5,"experience:positive, product:positive, service:positive",0.6382905500941422,contrast
price ta khub kharap service ta joss,neutral,3,"price:negative, service:positive",0.30189036320549056,temporal
app ta khub bhalo quality ta bad,negative,2,"app:positive, quality:negative",0.3493806831061092,temporal
khub motamoti holo onek khub holo kharap onek chhilo khub kharap,negative,2,"delivery:negative, service:neutral, price:negative",0.37316011558838336,opinion
kharap dekhlam khub ekdom mone chhilo ekdom ekdom kharap,neutral,3,"experience:positive, price:negative, delivery:negative",0.5092276586140343,contrast
motamoti khub mone mone holo kore bhalo khub motamoti,negative,2,"app:negative, service:neutral, price:negative",0.6532828552219289,opinion
ekdom dekhlam khub chhilo motamoti chhilo mone onek chhilo holo,negative,2,"quality:negative, product:neutral, price:negative",0.6593242769032688,simple
use chhilo motamoti dekhlam chhilo use bhalo,negative,2,"price:negative, product:neutral",0.6987923343030733,contrast
onek kharap ekdom khub ekdom kore mone,negative,2,"delivery:negative, experience:negative",0.3981608711207202,contrast
quality ta motamoti price ta boring,negative,2,"quality:neutral, price:negative",0.3974421529704055,contrast
holo onek ekdom use holo khub bhalo,negative,2,"experience:negative, quality:neutral",0.5916668939602145,opinion
ekdom kharap onek onek ekdom mone,positive,5,"quality:positive, product:positive",0.6965803148980221,opinion
delivery ta motamoti experience ta boring app ta excellent,neutral,3,"delivery:neutral, experience:negative, app:positive",0.3052614558797026,simple
khub use motamoti mone bhalo ekdom,neutral,3,"product:negative, delivery:positive",0.6020080609644416,temporal
quality ta average price ta motamoti,neutral,3,"quality:neutral, price:neutral",0.42274501192660385,temporal
holo dekhlam kharap chhilo motamoti bhalo bhalo onek ekdom ekdom khub,positive,4,"quality:negative, product:positive, experience:positive",0.4398274814972346,contrast
holo holo ekdom kore khub holo holo holo use,neutral,3,"delivery:neutral, experience:negative, price:neutral",0.5692890544916599,simple
use dekhlam bhalo onek kharap onek,neutral,3,"price:neutral, experience:neutral",0.47827922686700536,contrast
kore use dekhlam kore use mone dekhlam onek motamoti use,negative,2,"service:negative, price:negative, experience:positive",0.4801746983148115,contrast
kore bhalo holo dekhlam bhalo chhilo,positive,4,"price:neutral, app:positive",0.5779808501330018,simple
mone chhilo kharap khub onek ekdom kharap kharap ekdom kore,negative,2,"experience:negative, price:neutral, product:negative",0.4618573403348966,opinion
onek motamoti onek kore chhilo kore holo,positive,4,"app:positive, experience:neutral",0.5287490572939846,opinion
price ta bad app ta motamoti,negative,2,"price:negative, app:neutral",0.36248889253181826,opinion
kore ekdom bhalo mone bhalo dekhlam dekhlam use khub,neutral,3,"delivery:negative, quality:neutral, price:positive",0.6354225639524078,contrast
motamoti ekdom kharap khub dekhlam kharap khub dekhlam chhilo bhalo ekdom,negative,2,"app:negative, service:neutral, experience:negative",0.5670828291203671,contrast
dekhlam kharap bhalo kharap khub mone kore kore chhilo,negative,2,"product:negative, service:negative, app:negative",0.4709680944890242,contrast
dekhlam mone chhilo holo use kharap bhalo onek holo holo khub,negative,1,"experience:negative, price:negative, delivery:negative",0.47767178121981246,temporal
holo ekdom onek kore motamoti chhilo kharap kharap ekdom,neutral,3,"experience:negative, delivery:negative, price:positive",0.438101219726573,simple
mone chhilo bhalo kore dekhlam mone onek,positive,4,"quality:negative, service:positive",0.6963482283484634,simple
ekdom ekdom motamoti mone holo dekhlam holo bhalo,neutral,3,"service:positive, quality:negative",0.6999684606546085,temporal
khub kore mone bhalo kore dekhlam,positive,4,"experience:positive, app:neutral",0.46913399960432567,simple
kharap ekdom onek bhalo onek bhalo mone motamoti khub,neutral,3,"experience:positive, price:positive, service:negative",0.6077254262462508,opinion
mone onek onek use motamoti motamoti khub,positive,4,"delivery:positive, experience:neutral",0.6264450662773695,contrast
